respondent_id;Sexo;idade;FaixaIdade;Escolaridade;EscolaridadeOutro;Renda familiar;RegionalMora;BairroUMora;RegionalTouE;BairroUtrabalha;visitouComplexoCMP;freqAtrativosLagoaAtvlazer;NOfrequente;Nofrequenteoutro;MeioTransPamp1;MeioTransPamp2;MeioTransPamp3;MeioTransPamp4;MeioTransPamp5;MeioTransPamp6;MeioTransPamp7;MeioTransPamp8;MeioTransPamp9;aluguel_equipamentos;utiliza_fonte_info_pamp;FonteInfPamp1;FonteInfPamp2;FonteInfPamp3;FonteInfPamp4;FonteInfPamp5;FonteInfPamp6;FonteInfPamp7;FonteInfPamp8;FonteInfPamp9;FonteInfPamp10;FonteInfPamp11;FonteInfPamp12;Motivo_Pampulha;Motivo_PampulhaOutro;tipo_evento;QuantEVPampulha;AtrativosVisitadosPamp1;AtrativosVisitadosPamp2;AtrativosVisitadosPamp3;AtrativosVisitadosPamp4;AtrativosVisitadosPamp5;AtrativosVisitadosPamp6;AtrativosVisitadosPamp7;AtrativosVisitadosPamp8;AtrativosVisitadosPamp9;AtrativosVisitadosPamp10;AtrativosVisitadosPamp11;AtrativosVisitadosPamp12;AtrativosVisitadosPamp13;AtrativosVisitadosPamp_outro;AtrativosRecomendaria1;AtrativosRecomendaria2;AtrativosRecomendaria3;AtrativosRecomendaria4;AtrativosRecomendaria5;AtrativosRecomendaria6;AtrativosRecomendaria7;AtrativosRecomendaria8;AtrativosRecomendaria9;AtrativosRecomendaria10;AtrativosRecomendaria11;AtrativosRecomendaria12;AtrativosRecomendaria13;AtrativosRecomendaria14;AtrativosRecomendaria15;Seguranca;Limpeza da Lagoa;Limpeza dos atrativos;Limpeza da rua e orla;Informacao dos atrativos;Programacao_ opcoes de lazer e entretenimento_;Oferta de estabelecimentos de alimentacao;Mobilidade_atrativos;Mobilidade_Lagoa;Regional_ lazer;PrincipaisPreferenciasLazer_1;PrincipaisPreferenciasLazer_2;PrincipaisPreferenciasLazer_3;PrincipaisPreferenciasLazer_4;PrincipaisPreferenciasLazer_5;PrincipaisPreferenciasLazer_6;PrincipaisPreferenciasLazer_7;PrincipaisPreferenciasLazer_8;PrincipaisPreferenciasLazer_9;Indicaria_Pampulha_lazer;Precisa_melhorias;Quais_melhorias;Sabe_Patrimonio;Sabe_quais_espacos;QuaisParte_Conjunto1;QuaisParte_Conjunto2;QuaisParte_Conjunto3;QuaisParte_Conjunto4;QuaisParte_Conjunto5;QuaisParte_Conjunto6;QuaisParte_Conjunto7;QuaisParte_Conjunto8;QuaisParte_Conjunto9;QuaisParte_Conjunto10;QuaisParte_Conjunto11;QuaisParte_Conjunto12;QuaisParte_Conjunto13;QuaisParte_Conjunto14;QuaisParte_Conjunto15
11186147841;Masculino;22;De 16 a 24 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Noroeste;Padre Eustaquio;Noroeste;Jardim Montanhes;Sim;Uma vez por semestre;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;2;;;;;;;;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;;;;;;;;;;;;Mineirao;;;;;;;7;5;8;6;8;8;5;7;7;Centro-Sul;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;;;;;Sim;Sim;Foco maior na lagoa e talvez no zoologico para melhorar;Sim;Sim;;Igreja Sao Francisco;;;;;;;Mineirao;;;;;;
11186143906;Feminino;50;De 45 a 59 anos;Ensino Medio completo_tecnico;;NS;Norte;Floramar;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por trimestre;;;;Carro;;;;Bicicleta;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;Casa do Baile;;;;;Mineirao;;;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;Mineirao;;;Orla da lagoa;;;;1;2;1;1;5;5;3;3;8;Norte;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao;Sim;Melhorar seguranca_ tirar oneagotond lagoa_ banhiro publico;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;Iate Clube;;;;;;;;;
11186142791;Masculino;17;De 16 a 24 anos;Ensino Fundamental completo;;NS;Venda Nova;Santa Monica;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por mes;;;onibus;;;;A pe;;;;;Nao;Sim;;;;;;Amigos_Parentes;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;Casa do Baile;Casa Kubitschek;;;;Mineirao;Mineirinho;;;;;;;;;Casa Kubitschek;;;;;;;;;;;7;5;8;8;9;10;10;10;10;Centro-Sul;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Mais banheiro_ conservacao do espaco;Sim;Nao;;;;;;;;;;;;;;;
11186139524;Feminino;52;De 45 a 59 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Venda Nova;Santa Monica;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Venda Nova;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Recoluer as Capivaras;Nao;Nao;;;;;;;;;;;;;;;
11186138448;Masculino;59;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Venda Nova;Jardim Leblon;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;5;;;;;;;;Parque Ecologico da Pampulha;;;Parque Guanabara;Orla da lagoa;;;;;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;;;;;;;8;8;9;9;9;8;9;8;8;Pampulha;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Mater o cuidado;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;;;;;;;;;;
11186134658;Feminino;35;De 35 a 44 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Norte;Floramar;Centro-Sul;Centro;Sim;Uma vez por ano;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;6;;;;;;;;;Mineirao;;Parque Guanabara;;;;;;;;;;;;Mineirao;;;;;;;1;6;6;6;2;10;3;6;10;Norte;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;;Shoppings centers;;;;Sim;Nao;;Nao;Nao;;;;;;;;;;;;;;;
11186134232;Masculino;52;De 45 a 59 anos;Ensino Superior completo;;Entre 5 SM e 7 SM _ RS 4990,01 a RS 6986,00;Noroeste;Padre Eustaquio;Centro-Sul;Lourdes;Sim;Uma vez por mes;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Praticar esporte;;;1;Aquario da Bacia do Rio Sao Francisco;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;Iate Clube;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;Iate Clube;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;6;1;8;7;6;7;5;5;8;Pampulha;Bares Botecos e Restaurantes;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Trafego na orla_ melhoria na ciclovia_ Limpeza_ mais opcoes de alimentacao_;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;Iate Clube;;;;;;;;;
11186131159;Feminino;64;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Venda Nova;Santa Monica;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Venda Nova;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa_ plantas flores;Sim;Sim;;Igreja Sao Francisco;;;;Iate Clube;;;;;;;;;
11186126909;Feminino;28;De 25 a 34 anos;Outro _especifique_;Ensino Superior Incompleto;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Noroeste;Padre Eustaquio;Centro-Sul;Cidade Jardim;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Praticar esporte;;;0;;Igreja Sao Francisco;;Casa do Baile;;;;;;;;;;;;Igreja Sao Francisco;;;;;;;;;;;;;;10;1;8;7;5;5;1;3;5;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;;;;;;Sim;Sim;Limpeza principalmente;Sim;Nao;;;;;;;;;;;;;;;
11186125505;Feminino;41;De 35 a 44 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;Entre 5 SM e 7 SM _ RS 4990,01 a RS 6986,00;Noroeste;Padre Eustaquio;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;1;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;Mineirao;;Parque Guanabara;;;;;8;1;9;9;8;5;5;5;4;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;;;;;;Sim;Sim;Mobilidade_ limpeza da lagoa_ mais opcoes de lugares para alimentar;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;;;;;;;;
11186117474;Masculino;89;Com 60 anos ou mais;Ensino Fundamental completo;;Ate 1 SM _ RS 998,00;Norte;Floramar;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semana;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;Mineirao;;;Orla da lagoa;;;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;Orla da lagoa;;;;7;2;8;8;6;4;4;4;8;Norte;;;;;;;;;Casa da familia e igreja;Nao;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;;;;;;;;;;
11186113023;Masculino;30;De 25 a 34 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Noroeste;Padre Eustaquio;Pampulha;Alipio de Melo;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Noroeste;;;;;;Shoppings centers;;;;Sim;Sim;Limpeza;Nao;Nao;;;;;;;;;;;;;;;
11186108236;Feminino;56;De 45 a 59 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Padre Eustaquio;Noroeste;Padre Eustaquio;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Noroeste;Bares Botecos e Restaurantes;;;;;;;;;NS_NR;Sim;Qualidade na limpeza_ seguranca;Nao;NR;;;;;;;;;;;;;;;
11186108176;Masculino;38;De 35 a 44 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;NS;Norte;Floramar;Norte;Sao Bernardo;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Sim;;;portalbelohorizontecombr;;TV;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;;Parque Ecologico da Pampulha;;;Parque Guanabara;;;;;Igreja Sao Francisco;;;;;;Parque Ecologico da Pampulha;;;;;;;;8;8;8;7;9;8;6;6;8;Centro-Sul;Bares Botecos e Restaurantes;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Mobilidade urbana_ suor divulgacao gastronomica;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;;;;
11186103670;Feminino;70;Com 60 anos ou mais;Ensino Fundamental completo;;NS;Norte;Floramar;Norte;Floramar;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Norte;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;NR;;Nao;Nao;;;;;;;;;;;;;;;
11186099132;Masculino;49;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Padre Eustaquio;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semestre;;;;Carro;;;;Bicicleta;;;;Nao;Sim;;;;;TV;;;;;;;;Praticar esporte;;;1;;;;;;;;;Mineirao;Mineirinho;;Orla da lagoa;;;;;;;;;;;Mineirao;;;Orla da lagoa;;;;6;2;7;8;7;7;7;7;6;Centro-Sul;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Limpeza e seguranca;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;;;;;;
11186086570;Feminino;35;De 35 a 44 anos;Ensino Superior completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Padre Eustaquio;Centro-Sul;Centro;Sim;Uma vez por semestre;;;;;Moto;;;;;;;Nao;Sim;Instagram;;;;TV;Amigos_Parentes;;;;;;;Lazer_passeio;;;2;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;Mineirinho;Parque Guanabara;;;;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;Mineirinho;Parque Guanabara;;;;;7;3;7;7;8;6;6;6;7;Noroeste;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa_ mais bares_;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;;;;;;
11186071894;Feminino;24;De 16 a 24 anos;Ensino Superior completo;;Ate 1 SM _ RS 998,00;Noroeste;Padre Eustaquio;Noroeste;Padre Eustaquio;Sim;Uma vez por ano;;;onibus;;;;;;;;;Nao;Sim;Instagram;Twitter;portalbelohorizontecombr;;;;;;;Facebook;;;Lazer_passeio;;;0;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;Iate Clube;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;NS_NR;;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;Parque Ecologico da Pampulha;Mineirao;;;Orla da lagoa;;;;8;4;7;6;6;7;6;7;6;Nordeste;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Democratico dos espacos_ limpeza lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;Orla da lagoa;;;
11186063274;Feminino;31;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Padre Eustaquio;Pampulha;Confisco;Sim;Uma vez por trimestre;;;;;;;;;;App _99_ Uber_ Cabify;;Nao;Sim;;;portalbelohorizontecombr;;TV;Amigos_Parentes;;;;;;;Lazer_passeio;;;1;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;;;Parque Guanabara;Orla da lagoa;;;;;;;;;Zoologico e Jardim Botanico;;;;Parque Guanabara;;;;;5;3;8;8;7;7;6;5;5;Centro-Sul;Bares Botecos e Restaurantes;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Transporte e limpeza;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;;;;
11186010139;Masculino;23;De 16 a 24 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Barreiro;Diamante;Centro-Sul;Belvedere;Sim;Uma vez por trimestre;;;onibus;;;;;;;App _99_ Uber_ Cabify;;Sim_ em algumas vezes;Nao;;;;;;;;;;;;;Participar de evento;;Cultural;2;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;Mineirao;;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;Mineirao;;Parque Guanabara;Orla da lagoa;;;;7;2;7;7;7;8;5;7;5;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;Festas em locais privados_baladas eventos;;;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa para se tornar um lugar de convivencia;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;;;;;;;;Espelho Dagua;;
11185287750;Masculino;29;De 25 a 34 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Centro Sul;Savassi;Centro-Sul;Savassi;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Limpeza da lagoa;Nao;Nao;;;;;;;;;;;;;;;
11185283828;Masculino;30;De 25 a 34 anos;Ensino Fundamental completo;;NS;Oeste;Havai;Oeste;Havai;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Seguranca;Nao;Nao;;;;;;;;;;;;;;;
11185282731;Feminino;25;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Diamante;Oeste;Prado;Sim;Uma vez por ano;;;onibus;;;;;;;;;Nao;Sim;Instagram;;portalbelohorizontecombr;;TV;;;Jornal;;Facebook;;;Lazer_passeio;;;0;;;Museu de arte da Pampulha;;;;;;Mineirao;;;Orla da lagoa;;;;;;;;;;;Mineirao;;;Orla da lagoa;;;;9;8;9;10;9;10;10;9;9;Barreiro;;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa;Nao;Nao;;;;;;;;;;;;;;;
11185280555;Feminino;58;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Casa Branca;Leste;Santa Ines;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Nao Visitou a Pampulha;;;Nao;Nao;;;;;;;;;;;;;;;
11185277778;Feminino;24;De 16 a 24 anos;Ensino Medio completo_tecnico;;Ate 1 SM _ RS 998,00;Nordeste;Sao Marcos;Nordeste;Sao Marcos;Sim;Uma vez por mes;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Mineirao_Jogo;;;2;;;;;;Iate Clube;;;Mineirao;;;;;;;;;;;;;;Mineirao;;;;;;;8;1;8;7;9;9;7;7;2;Centro-Sul;;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Limpeza da lagoa Retirar os animais;Nao;Nao;;;;;;;;;;;;;;;
11185273586;Feminino;32;De 25 a 34 anos;Ensino Medio completo_tecnico;;NS;Oeste;Havai;Oeste;Buritis;Sim;Uma vez por trimestre;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;2;;;;;;Iate Clube;;;;;;Orla da lagoa;;;;;;;;Iate Clube;;;;;;;;;;6;6;8;7;8;8;5;6;7;Oeste;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Limpeza da lagoa_ mais opcoes pra pessoa d baixa renda_precos orbitantes;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;Orla da lagoa;;;
11185272686;Feminino;18;De 16 a 24 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Diamante;Barreiro;Barreiro;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Nao respondeu;Nao;Nao;;;;;;;;;;;;;;;
11185265564;Masculino;43;De 35 a 44 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Sao Marcos;Nordeste;Uniao;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;Sim;;;;Outros sites;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;Mineirao;;Parque Guanabara;Orla da lagoa;;;;8;2;5;8;8;10;7;5;5;Leste;;;Festas em locais privados_baladas eventos;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Lagoa;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;;;;;;;;;;
11185261402;Feminino;57;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Casa Branca;Centro-Sul;Sion;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;;;;;;Shoppings centers;;;;Nao;Sim;Falta de seguranca e limpeza;Sim;Nao;;;;;;;;;;;;;;;
11185259224;Feminino;62;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Sao Marcos;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;NS;;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11185253416;Masculino;41;De 35 a 44 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Oeste;Havai;Oeste;Havai;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oeste;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Centro de informacoes turistica _ no aeroporto princ  E rodoviaria_;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;;;;;Orla da lagoa;;;
11185250549;Feminino;37;De 35 a 44 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Centro Sul;Savassi;Centro-Sul;Belvedere;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;Shoppings centers;;;;Nao Visitou a Pampulha;;;Sim;Nao;;;;;;;;;;;;;;;
11185249868;Masculino;56;De 45 a 59 anos;Ensino Fundamental completo;;Ate 1 SM _ RS 998,00;Leste;Casa Branca;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;;;;;;Shoppings centers;;;;Sim;Sim;Acessibilidade para deficientes;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11185249349;Masculino;60;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Sao Marcos;Nordeste;Sao Marcos;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Mineirao_Jogo;;;3;;;;;;;;;Mineirao;;;Orla da lagoa;;Exposicao de carros;;;;;;;;;;;;Orla da lagoa;;;;8;7;7;8;9;9;4;8;8;Nordeste;Bares Botecos e Restaurantes;;;;;;;;;Sim;Sim;Sujeira da lagoa e esgotos;Nao;Nao;;;;;;;;;;;;;;;
11185238408;Feminino;35;De 35 a 44 anos;Ensino Superior completo;;Entre 7 SM e 10 SM _ RS 6986,01 a RS 9980,00;Centro Sul;Savassi;Oeste;Grajau;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;;;;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao;Sim;Bares mais descolados;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;;;;
11185231277;Feminino;55;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Leste;Casa Branca;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;;;Festas em locais privados_baladas eventos;;;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Mau cheiro_ limpeza;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;;;;;;;;
